YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DEL15,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME,DIV_AIRPORT_LANDINGS,DIV_REACHED_DEST,DIV_ACTUAL_ELAPSED_TIME,DIV_ARR_DELAY,DIV_DISTANCE,DIV1_AIRPORT,DIV1_AIRPORT_ID,DIV1_TOTAL_GTIME,DIV1_LONGEST_GTIME,DIV2_AIRPORT,DIV2_AIRPORT_ID,DIV2_TOTAL_GTIME,DIV2_LONGEST_GTIME
2017,2,4,4,2,4/4/2017,DL,1151,MSP,SFO,1155,1153,-2,0,1407,1351,-16,0,0,0,,0,252,238,210,1589,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1151,SFO,MSP,1510,1509,-1,0,2054,2047,-7,0,0,0,,0,224,218,193,1589,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1154,BIS,MSP,500,449,-11,0,630,602,-28,0,0,0,,0,90,73,61,386,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1168,MSP,FAR,2215,2209,-6,0,2317,2312,-5,0,0,0,,0,62,63,43,223,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1175,DEN,MSP,915,912,-3,0,1212,1215,3,3,0,0,,0,117,123,87,680,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1175,MSP,DEN,715,711,-4,0,828,812,-16,0,0,0,,0,133,121,99,680,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1187,MSP,DCA,1750,1742,-8,0,2125,2056,-29,0,0,0,,0,155,134,120,931,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1188,FAR,MSP,508,457,-11,0,620,553,-27,0,0,0,,0,72,56,40,223,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1210,MSP,STL,1300,1258,-2,0,1429,1430,1,1,0,0,,0,89,92,68,448,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1210,STL,MSP,1519,1513,-6,0,1700,1637,-23,0,0,0,,0,101,84,67,448,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1220,MSP,OMA,1525,1524,-1,0,1636,1626,-10,0,0,0,,0,71,62,45,282,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1220,OMA,MSP,1720,1713,-7,0,1849,1817,-32,0,0,0,,0,89,64,47,282,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1225,MSP,SEA,1755,1753,-2,0,1952,1927,-25,0,0,0,,0,237,214,191,1399,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1228,MSP,BIS,2025,2026,1,0,2156,2139,-17,0,0,0,,0,91,73,58,386,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1231,BZN,MSP,1340,1331,-9,0,1659,1643,-16,0,0,0,,0,139,132,116,874,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1231,MSP,BZN,1125,1121,-4,0,1251,1243,-8,0,0,0,,0,146,142,124,874,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1246,MSP,MKE,2015,2008,-7,0,2135,2122,-13,0,0,0,,0,80,74,49,297,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1264,MSP,BUF,2040,2029,-11,0,2348,2315,-33,0,0,0,,0,128,106,90,735,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1272,MSN,MSP,1551,1545,-6,0,1704,1649,-15,0,0,0,,0,73,64,42,228,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1272,MSP,MSN,1412,1406,-6,0,1511,1503,-8,0,0,0,,0,59,57,41,228,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1280,SLC,MSP,950,945,-5,0,1325,1309,-16,0,0,0,,0,155,144,120,991,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1291,MKE,MSP,635,625,-10,0,800,738,-22,0,0,0,,0,85,73,48,297,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1298,MSP,LAX,1335,1327,-8,0,1530,1503,-27,0,0,0,,0,235,216,198,1535,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1310,MSP,JFK,1000,1143,103,1,1347,1515,88,88,1,0,,0,167,152,138,1029,3,0,83,0,2,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1318,MSP,GRB,2020,2014,-6,0,2132,2119,-13,0,0,0,,0,72,65,42,252,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1319,MSP,ORD,900,854,-6,0,1022,1015,-7,0,0,0,,0,82,81,55,334,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1319,ORD,MSP,1057,1051,-6,0,1225,1215,-10,0,0,0,,0,88,84,60,334,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1322,MSP,SEA,1945,1945,0,0,2140,2130,-10,0,0,0,,0,235,225,197,1399,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1331,MSP,RDU,1525,1519,-6,0,1851,1832,-19,0,0,0,,0,146,133,121,980,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1331,RDU,MSP,1931,1924,-7,0,2123,2059,-24,0,0,0,,0,172,155,139,980,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1332,MSP,LAX,1437,1433,-4,0,1635,1625,-10,0,0,0,,0,238,232,199,1535,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1335,LAX,MSP,730,729,-1,0,1312,1256,-16,0,0,0,,0,222,207,188,1535,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1344,LAX,MSP,35,41,6,0,620,608,-12,0,0,0,,0,225,207,188,1535,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1347,LAX,MSP,1300,1301,1,0,1847,1831,-16,0,0,0,,0,227,210,194,1535,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1348,BWI,MSP,625,619,-6,0,810,753,-17,0,0,0,,0,165,154,131,936,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1357,MSP,DTW,1755,1753,-2,0,2046,2022,-24,0,0,0,,0,111,89,68,528,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1358,MSP,LAX,938,933,-5,0,1130,1122,-8,0,0,0,,0,232,229,199,1535,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1361,BWI,MSP,1654,1719,25,1,1845,1856,11,11,0,0,,0,171,157,142,936,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1366,BOS,MSP,1440,1505,25,1,1700,1654,-6,0,0,0,,0,200,169,155,1124,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1368,DCA,MSP,625,656,31,1,811,816,5,5,0,0,,0,166,140,124,931,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1377,SNA,MSP,1230,1224,-6,0,1810,1750,-20,0,0,0,,0,220,206,191,1522,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1381,MSP,STL,1520,1517,-3,0,1648,1644,-4,0,0,0,,0,88,87,69,448,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1381,STL,MSP,1728,1727,-1,0,1915,1853,-22,0,0,0,,0,107,86,65,448,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1385,MCI,MSP,640,639,-1,0,804,747,-17,0,0,0,,0,84,68,55,393,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1394,MSP,LAS,2210,2207,-3,0,2336,2311,-25,0,0,0,,0,206,184,168,1299,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1399,OMA,MSP,645,1005,200,1,802,1120,198,198,1,0,,0,77,75,43,282,198,0,0,0,0,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1411,MSP,PDX,1800,1802,2,0,1947,1933,-14,0,0,0,,0,227,211,194,1426,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1415,MSP,ORD,2026,2018,-8,0,2155,2131,-24,0,0,0,,0,89,73,52,334,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1421,LAX,MSP,840,851,11,0,1422,1425,3,3,0,0,,0,222,214,188,1535,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1426,MSP,BIS,2205,2157,-8,0,2327,2307,-20,0,0,0,,0,82,70,55,386,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1438,LAX,MSP,1530,1529,-1,0,2111,2059,-12,0,0,0,,0,221,210,193,1535,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1440,SLC,MSP,545,538,-7,0,920,900,-20,0,0,0,,0,155,142,123,991,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1441,DEN,MSP,1607,1629,22,1,1915,1917,2,2,0,0,,0,128,108,88,680,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1449,MEM,MSP,825,951,86,1,1036,1142,66,66,1,0,,0,131,111,94,700,0,66,0,0,0,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1450,LAS,MSP,45,38,-7,0,556,535,-21,0,0,0,,0,191,177,157,1299,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1451,BWI,MSP,1209,1207,-2,0,1355,1343,-12,0,0,0,,0,166,156,137,936,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1453,SEA,MSP,815,812,-3,0,1340,1329,-11,0,0,0,,0,205,197,165,1399,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1464,MSP,DCA,710,706,-4,0,1036,1017,-19,0,0,0,,0,146,131,117,931,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1468,MSP,LAX,1743,1738,-5,0,1945,1912,-33,0,0,0,,0,242,214,194,1535,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1469,MSP,HNL,1125,1119,-6,0,1515,1509,-6,0,0,0,,0,530,530,501,3972,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1470,MSP,OMA,2210,2158,-12,0,2319,2308,-11,0,0,0,,0,69,70,47,282,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1476,DTW,MSP,1335,1332,-3,0,1429,1413,-16,0,0,0,,0,114,101,82,528,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1479,LAS,MSP,910,908,-2,0,1428,1409,-19,0,0,0,,0,198,181,162,1299,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1479,MSP,LAS,700,656,-4,0,826,817,-9,0,0,0,,0,206,201,185,1299,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1484,GEG,MSP,1315,1416,61,1,1812,1854,42,42,1,0,,0,177,158,145,1175,34,0,0,0,8,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1484,MSP,GEG,1120,1152,32,1,1226,1246,20,20,1,0,,0,186,174,161,1175,6,0,0,0,14,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1487,MCO,MSP,1900,1857,-3,0,2135,2110,-25,0,0,0,,0,215,193,179,1310,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1487,MSP,MCO,1310,1307,-3,0,1726,1716,-10,0,0,0,,0,196,189,168,1310,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1488,MIA,MSP,730,727,-3,0,1029,1019,-10,0,0,0,,0,239,232,207,1501,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1492,HNL,MSP,1700,1700,0,0,548,536,-12,0,0,0,,0,468,456,434,3972,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1493,MSP,MIA,1530,1521,-9,0,2007,1951,-16,0,0,0,,0,217,210,190,1501,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1496,LGA,MSP,1000,1003,3,0,1229,1220,-9,0,0,0,,0,209,197,137,1020,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1497,LAS,MSP,1350,1348,-2,0,1909,1842,-27,0,0,0,,0,199,174,159,1299,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1497,MSP,LAS,1130,1124,-6,0,1252,1241,-11,0,0,0,,0,202,197,181,1299,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1503,MSP,PDX,1115,1117,2,0,1300,1252,-8,0,0,0,,0,225,215,194,1426,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1503,PDX,MSP,1347,1341,-6,0,1913,1908,-5,0,0,0,,0,206,207,169,1426,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1505,MSP,SFO,1800,1754,-6,0,2022,1944,-38,0,0,0,,0,262,230,209,1589,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1514,MSP,PHX,655,653,-2,0,825,807,-18,0,0,0,,0,210,194,177,1276,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1528,LAS,MSP,700,659,-1,0,1208,1202,-6,0,0,0,,0,188,183,163,1299,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1529,MSP,BOS,1515,1645,90,1,1902,2039,97,97,1,0,,0,167,174,147,1124,0,0,97,0,0,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1531,MSP,MCO,1559,1608,9,0,2018,2024,6,6,0,0,,0,199,196,172,1310,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1537,PHX,MSP,1852,1850,-2,0,2359,2359,0,0,0,0,,0,187,189,163,1276,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1538,LAS,MSP,1135,1126,-9,0,1654,1641,-13,0,0,0,,0,199,195,167,1299,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1538,MSP,LAS,925,921,-4,0,1051,1038,-13,0,0,0,,0,206,197,178,1299,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1541,DCA,MSP,1930,1923,-7,0,2125,2104,-21,0,0,0,,0,175,161,139,931,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1543,MSP,LAX,1127,1130,3,0,1320,1329,9,9,0,0,,0,233,239,203,1535,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1549,MSP,ATL,1746,1746,0,0,2122,2113,-9,0,0,0,,0,156,147,120,907,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1551,MSP,LAS,1804,1804,0,0,1938,1919,-19,0,0,0,,0,214,195,169,1299,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1552,MSP,MCI,2036,2028,-8,0,2210,2201,-9,0,0,0,,0,94,93,69,393,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1553,MSP,ATL,1305,1300,-5,0,1634,1618,-16,0,0,0,,0,149,138,120,907,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1565,MSP,ATL,630,626,-4,0,958,942,-16,0,0,0,,0,148,136,120,907,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1566,MSN,MSP,1715,1710,-5,0,1829,1808,-21,0,0,0,,0,74,58,40,228,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1566,MSP,MSN,1530,1527,-3,0,1629,1621,-8,0,0,0,,0,59,54,39,228,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1569,DTW,MSP,845,843,-2,0,950,928,-22,0,0,0,,0,125,105,80,528,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1571,MCO,MSP,700,659,-1,0,933,924,-9,0,0,0,,0,213,205,182,1310,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1574,ATL,MSP,1455,1512,17,1,1641,1638,-3,0,0,0,,0,166,146,127,907,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1578,DCA,MSP,1713,1713,0,0,1915,1856,-19,0,0,0,,0,182,163,145,931,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1579,MSP,BWI,900,900,0,0,1230,1231,1,1,0,0,,0,150,151,115,936,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1581,SFO,MSP,810,807,-3,0,1354,1341,-13,0,0,0,,0,224,214,190,1589,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1582,MSP,DTW,630,625,-5,0,910,901,-9,0,0,0,,0,100,96,75,528,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1589,MSP,DCA,1305,1257,-8,0,1638,1619,-19,0,0,0,,0,153,142,118,931,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1590,MSP,MCO,652,647,-5,0,1109,1056,-13,0,0,0,,0,197,189,167,1310,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1594,BIL,MSP,1333,1325,-8,0,1634,1617,-17,0,0,0,,0,121,112,99,748,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1594,MSP,BIL,1120,1117,-3,0,1229,1217,-12,0,0,0,,0,129,120,104,748,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1596,MSP,LGA,1950,1949,-1,0,2338,2354,16,16,1,0,,0,168,185,131,1020,0,0,16,0,0,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1597,MSP,BZN,2155,2150,-5,0,2319,2304,-15,0,0,0,,0,144,134,119,874,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1603,MSP,ATL,1515,1515,0,0,1846,1827,-19,0,0,0,,0,151,132,118,907,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1605,BUF,MSP,630,628,-2,0,801,723,-38,0,0,0,,0,151,115,99,735,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1607,MSP,BOI,2200,2153,-7,0,6,2343,-23,0,0,0,,0,186,170,155,1142,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1609,MSP,DEN,1436,1442,6,0,1547,1554,7,7,0,0,,0,131,132,111,680,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1613,MSP,RSW,700,657,-3,0,1125,1132,7,7,0,0,,0,205,215,178,1416,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1623,ATL,MSP,1643,1726,43,1,1829,1850,21,21,1,0,,0,166,144,126,907,0,6,0,0,15,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1626,MSP,BWI,1305,1301,-4,0,1632,1621,-11,0,0,0,,0,147,140,118,936,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1628,MSP,SEA,1425,1423,-2,0,1610,1551,-19,0,0,0,,0,225,208,189,1399,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1629,MSP,DTW,1140,1135,-5,0,1419,1405,-14,0,0,0,,0,99,90,74,528,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1632,MSP,PIT,2010,2007,-3,0,2316,2319,3,3,0,0,,0,126,132,91,726,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1650,DTW,MSP,720,720,0,0,820,753,-27,0,0,0,,0,120,93,79,528,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1664,MSP,DCA,1520,1518,-2,0,1847,1833,-14,0,0,0,,0,147,135,108,931,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1668,PHX,MSP,700,727,27,1,1208,1223,15,15,1,0,,0,188,176,156,1276,15,0,0,0,0,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1678,RSW,MSP,1155,1154,-1,0,1437,1450,13,13,0,0,,0,222,236,194,1416,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1679,MSP,ATL,1631,1628,-3,0,2003,1956,-7,0,0,0,,0,152,148,121,907,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1686,MSP,SAN,2200,2157,-3,0,2351,2357,6,6,0,0,,0,231,240,197,1532,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1687,MSP,SAN,915,919,4,0,1115,1101,-14,0,0,0,,0,240,222,205,1532,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1691,MSP,AUS,915,909,-6,0,1206,1203,-3,0,0,0,,0,171,174,148,1042,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1699,MSP,SFO,1455,1455,0,0,1706,1636,-30,0,0,0,,0,251,221,207,1589,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1707,MSO,MSP,530,533,3,0,911,913,2,2,0,0,,0,161,160,130,1013,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1708,MSP,DEN,900,853,-7,0,1013,1022,9,9,0,0,,0,133,149,112,680,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1712,MSP,TPA,1320,1319,-1,0,1732,1726,-6,0,0,0,,0,192,187,174,1306,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1712,TPA,MSP,1825,1824,-1,0,2055,2035,-20,0,0,0,,0,210,191,175,1306,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1714,MCO,MSP,1405,1425,20,1,1640,1718,38,38,1,0,,0,215,233,180,1310,15,0,18,0,5,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1714,MSP,MCO,855,855,0,0,1308,1320,12,12,0,0,,0,193,205,166,1310,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1715,ATL,MSP,1205,1243,38,1,1351,1409,18,18,1,0,,0,166,146,125,907,6,0,0,0,12,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1716,DEN,MSP,600,559,-1,0,908,904,-4,0,0,0,,0,128,125,88,680,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1718,MSP,MCI,1741,1843,62,1,1913,2000,47,47,1,0,,0,92,77,62,393,47,0,0,0,0,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1719,MSP,LAX,714,707,-7,0,910,904,-6,0,0,0,,0,236,237,206,1535,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1721,MSP,PSP,900,932,32,1,1043,1053,10,10,0,0,,0,223,201,185,1454,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1721,PSP,MSP,1138,1142,4,0,1710,1653,-17,0,0,0,,0,212,191,174,1454,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1727,MSP,RSW,1305,1303,-2,0,1730,1715,-15,0,0,0,,0,205,192,178,1416,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1727,RSW,MSP,1831,1826,-5,0,2115,2055,-20,0,0,0,,0,224,209,189,1416,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1728,MSP,SAN,1135,1133,-2,0,1332,1317,-15,0,0,0,,0,237,224,205,1532,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1728,SAN,MSP,1500,1455,-5,0,2043,2029,-14,0,0,0,,0,223,214,194,1532,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1730,FAR,MSP,640,640,0,0,752,736,-16,0,0,0,,0,72,56,41,223,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1740,MSP,TPA,925,917,-8,0,1338,1328,-10,0,0,0,,0,193,191,171,1306,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1740,TPA,MSP,1423,1513,50,1,1656,1810,74,74,1,0,,0,213,237,172,1306,50,0,24,0,0,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1745,SMF,MSP,645,641,-4,0,1220,1215,-5,0,0,0,,0,215,214,189,1517,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1748,MSP,DEN,2000,1951,-9,0,2116,2103,-13,0,0,0,,0,136,132,107,680,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1756,MSP,PHX,1745,1744,-1,0,1913,1852,-21,0,0,0,,0,208,188,171,1276,,,,,,,,,0,,,,,,,,,,,,
2017,2,4,4,2,4/4/2017,DL,1761,MSP,PDX,905,901,-4,0,1048,1028,-20,0,0,0,,0,223,207,194,1426,,,,,,,,,0,,,,,,,,,,,,
